id,fixed acidity,volatile acidity,citric acid,residual sugar,flavonoids,chlorides,free sulfur dioxide,total sulfur dioxide,density,pH,sulphates,alcohol,country,quality
1068,7.7,0.61,0.18,2.4,0.598,0.083,6,20,0.9963,3.29,0.6,10.2,Italy,6
1069,6.6,0.52,0.08,2.4,0.506,0.07,13,26,0.99358,3.4,0.72,12.5,Italy,7
1070,11.1,0.31,0.53,2.2,0.393,0.06,3,10,0.99572,3.02,0.83,10.9,Italy,7
1071,11.1,0.31,0.53,2.2,0.393,0.06,3,10,0.99572,3.02,0.83,10.9,Italy,7
1072,8,0.62,0.35,2.8,0.616,0.086,28,52,0.997,3.31,0.62,10.8,Spain,5
1073,9.3,0.33,0.45,1.5,0.384,0.057,19,37,0.99498,3.18,0.89,11.1,Italy,7
1074,7.5,0.77,0.2,8.1,0.721,0.098,30,92,0.99892,3.2,0.58,9.2,Italy,5
1075,7.2,0.35,0.26,1.8,0.52,0.083,33,75,0.9968,3.4,0.58,9.5,UK,6
1076,8,0.62,0.33,2.7,0.626,0.088,16,37,0.9972,3.31,0.58,10.7,Spain,6
1077,7.5,0.77,0.2,8.1,0.721,0.098,30,92,0.99892,3.2,0.58,9.2,Spain,5
1078,9.1,0.25,0.34,2,0.43,0.071,45,67,0.99769,3.44,0.86,10.2,Italy,7
1079,9.9,0.32,0.56,2,0.461,0.073,3,8,0.99534,3.15,0.73,11.4,Italy,6
1080,8.6,0.37,0.65,6.4,0.511,0.08,3,8,0.99817,3.27,0.58,11,Spain,5
1081,8.6,0.37,0.65,6.4,0.511,0.08,3,8,0.99817,3.27,0.58,11,UK,5
1082,7.9,0.3,0.68,8.3,0.34,0.05,37.5,278,0.99316,3.01,0.51,12.3,Italy,7
1083,10.3,0.27,0.56,1.4,0.316,0.047,3,8,0.99471,3.16,0.51,11.8,Spain,6
1084,7.9,0.3,0.68,8.3,0.34,0.05,37.5,289,0.99316,3.01,0.51,12.3,Spain,7
1085,7.2,0.38,0.3,1.8,0.479,0.073,31,70,0.99685,3.42,0.59,9.5,Spain,6
1086,8.7,0.42,0.45,2.4,0.486,0.072,32,59,0.99617,3.33,0.77,12,Spain,6
1087,7.2,0.38,0.3,1.8,0.479,0.073,31,70,0.99685,3.42,0.59,9.5,Italy,6
1088,6.8,0.48,0.08,1.8,0.514,0.074,40,64,0.99529,3.12,0.49,9.6,Italy,5
1089,8.5,0.34,0.4,4.7,0.377,0.055,3,9,0.99738,3.38,0.66,11.6,Italy,7
1090,7.9,0.19,0.42,1.6,0.342,0.057,18,30,0.994,3.29,0.69,11.2,UK,6
1091,11.6,0.41,0.54,1.5,0.598,0.095,22,41,0.99735,3.02,0.76,9.9,Italy,7
1092,11.6,0.41,0.54,1.5,0.598,0.095,22,41,0.99735,3.02,0.76,9.9,Italy,7
1093,10,0.26,0.54,1.9,0.493,0.083,42,74,0.99451,2.98,0.63,11.8,Spain,8
1094,7.9,0.34,0.42,2,0.532,0.086,8,19,0.99546,3.35,0.6,11.4,Italy,6
1095,7,0.54,0.09,2,0.567,0.081,10,16,0.99479,3.43,0.59,11.5,UK,6
1096,9.2,0.31,0.36,2.2,0.488,0.079,11,31,0.99615,3.33,0.86,12,Italy,7
1097,6.6,0.725,0.09,5.5,0.8025,0.117,9,17,0.99655,3.35,0.49,10.8,Spain,6
1098,9.4,0.4,0.47,2.5,0.555,0.087,6,20,0.99772,3.15,0.5,10.5,Italy,5
1099,6.6,0.725,0.09,5.5,0.8025,0.117,9,17,0.99655,3.35,0.49,10.8,Spain,6
1100,8.6,0.52,0.38,1.5,0.636,0.096,5,18,0.99666,3.2,0.52,9.4,Italy,5
1101,8,0.31,0.45,2.1,1.173,0.216,5,16,0.99358,3.15,0.81,12.5,Italy,7
1102,8.6,0.52,0.38,1.5,0.636,0.096,5,18,0.99666,3.2,0.52,9.4,Italy,5
1103,8.4,0.34,0.42,2.1,0.462,0.072,23,36,0.99392,3.11,0.78,12.4,UK,6
1104,7.4,0.49,0.27,2.1,0.502,0.071,14,25,0.99388,3.35,0.63,12,Spain,6
1105,6.1,0.48,0.09,1.7,0.534,0.078,18,30,0.99402,3.45,0.54,11.2,Spain,6
1106,7.4,0.49,0.27,2.1,0.502,0.071,14,25,0.99388,3.35,0.63,12,UK,6
1107,8,0.48,0.34,2.2,0.509,0.073,16,25,0.9936,3.28,0.66,12.4,UK,6
1108,6.3,0.57,0.28,2.1,0.411,0.048,13,49,0.99374,3.41,0.6,12.8,Spain,5
1109,8.2,0.23,0.42,1.9,0.414,0.069,9,17,0.99376,3.21,0.54,12.3,Italy,6
1110,9.1,0.3,0.41,2,0.43,0.068,10,24,0.99523,3.27,0.85,11.7,Italy,7
1111,8.1,0.78,0.1,3.3,0.684,0.09,4,13,0.99855,3.36,0.49,9.5,Spain,5
1112,10.8,0.47,0.43,2.1,0.996,0.171,27,66,0.9982,3.17,0.76,10.8,UK,6
1113,8.3,0.53,0,1.4,0.509,0.07,6,14,0.99593,3.25,0.64,10,UK,6
1114,5.4,0.42,0.27,2,0.586,0.092,23,55,0.99471,3.78,0.64,12.3,Spain,7
1115,7.9,0.33,0.41,1.5,0.379,0.056,6,35,0.99396,3.29,0.71,11,Spain,6
1116,8.9,0.24,0.39,1.6,0.442,0.074,3,10,0.99698,3.12,0.59,9.5,Italy,6
1117,5,0.4,0.5,4.3,0.35,0.046,29,80,0.9902,3.49,0.66,13.6,UK,6
1118,7,0.69,0.07,2.5,0.662,0.091,15,21,0.99572,3.38,0.6,11.3,Italy,6
1119,7,0.69,0.07,2.5,0.662,0.091,15,21,0.99572,3.38,0.6,11.3,Italy,6
1120,7,0.69,0.07,2.5,0.662,0.091,15,21,0.99572,3.38,0.6,11.3,Italy,6
1121,7.1,0.39,0.12,2.1,0.442,0.065,14,24,0.99252,3.3,0.53,13.3,Italy,6
1122,5.6,0.66,0,2.5,0.528,0.066,7,15,0.99256,3.52,0.58,12.9,Italy,5
1123,7.9,0.54,0.34,2.5,0.542,0.076,8,17,0.99235,3.2,0.72,13.1,Italy,8
1124,6.6,0.5,0,1.8,0.46,0.062,21,28,0.99352,3.44,0.55,12.3,Italy,6
1125,6.3,0.47,0,1.4,0.416,0.055,27,33,0.9922,3.45,0.48,12.3,Italy,6
1126,10.7,0.4,0.37,1.9,0.525,0.081,17,29,0.99674,3.12,0.65,11.2,Italy,6
1127,6.5,0.58,0,2.2,0.654,0.096,3,13,0.99557,3.62,0.62,11.5,Italy,4
1128,8.8,0.24,0.35,1.7,0.347,0.055,13,27,0.99394,3.14,0.59,11.3,Italy,7
1129,5.8,0.29,0.26,1.7,0.402,0.063,3,11,0.9915,3.39,0.54,13.5,Spain,6
1130,6.3,0.76,0,2.9,0.588,0.072,26,52,0.99379,3.51,0.6,11.5,Spain,6
1131,10,0.43,0.33,2.7,0.604,0.095,28,89,0.9984,3.22,0.68,10,Italy,5
1132,10.5,0.43,0.35,3.3,0.589,0.092,24,70,0.99798,3.21,0.69,10.5,Italy,6
1133,9.1,0.6,0,1.9,0.47,0.058,5,10,0.9977,3.18,0.63,10.4,Spain,6
1134,5.9,0.19,0.21,1.7,0.282,0.045,57,135,0.99341,3.32,0.44,9.5,Italy,5
1135,7.4,0.36,0.34,1.8,0.483,0.075,18,38,0.9933,3.38,0.88,13.6,UK,7
1136,7.2,0.48,0.07,5.5,0.589,0.089,10,18,0.99684,3.37,0.68,11.2,Spain,7
1137,8.5,0.28,0.35,1.7,0.389,0.061,6,15,0.99524,3.3,0.74,11.8,Italy,7
1138,8,0.25,0.43,1.7,0.41,0.067,22,50,0.9946,3.38,0.6,11.9,Spain,6
1139,10.4,0.52,0.45,2,0.556,0.08,6,13,0.99774,3.22,0.76,11.4,Spain,6
1140,10.4,0.52,0.45,2,0.556,0.08,6,13,0.99774,3.22,0.76,11.4,UK,6
1141,7.5,0.41,0.15,3.7,0.643,0.104,29,94,0.99786,3.14,0.58,9.1,Spain,5
1142,8.2,0.51,0.24,2,0.548,0.079,16,86,0.99764,3.34,0.64,9.5,Spain,6
1143,7.3,0.4,0.3,1.7,0.52,0.08,33,79,0.9969,3.41,0.65,9.5,Italy,6
1144,8.2,0.38,0.32,2.5,0.514,0.08,24,71,0.99624,3.27,0.85,11,UK,6
1145,6.9,0.45,0.11,2.4,0.35,0.043,6,12,0.99354,3.3,0.65,11.4,Italy,6
1146,7,0.22,0.3,1.8,0.391,0.065,16,20,0.99672,3.61,0.82,10,Spain,6
1147,7.3,0.32,0.23,2.3,0.426,0.066,35,70,0.99588,3.43,0.62,10.1,Italy,5
1148,8.2,0.2,0.43,2.5,0.44,0.076,31,51,0.99672,3.53,0.81,10.4,Spain,6
1149,7.8,0.5,0.12,1.8,1.04,0.178,6,21,0.996,3.28,0.87,9.8,Italy,6
1150,9.2,0.31,0.36,2.2,0.488,0.079,11,31,0.99615,3.33,0.86,12,Italy,7
1151,10,0.41,0.45,6.2,0.478,0.071,6,14,0.99702,3.21,0.49,11.8,Spain,7
1152,7.8,0.39,0.42,2,0.547,0.086,9,21,0.99526,3.39,0.66,11.6,UK,6
1153,10,0.35,0.47,2,0.41,0.061,6,11,0.99585,3.23,0.52,12,UK,6
1154,8.2,0.33,0.32,2.8,0.434,0.067,4,12,0.99473,3.3,0.76,12.8,Italy,7
1155,6.1,0.58,0.23,2.5,0.394,0.044,16,70,0.99352,3.46,0.65,12.5,UK,6
1156,8.3,0.6,0.25,2.2,0.77,0.118,9,38,0.99616,3.15,0.53,9.8,Italy,5
1157,6.7,0.58,0.08,1.8,0.659,0.097,15,65,0.9959,3.28,0.54,9.2,Spain,5
1158,9.6,0.42,0.35,2.1,0.541,0.083,17,38,0.99622,3.23,0.66,11.1,Spain,6
1159,6.6,0.58,0,2.2,0.674,0.1,50,63,0.99544,3.59,0.68,11.4,Italy,6
1160,8.3,0.6,0.25,2.2,0.77,0.118,9,38,0.99616,3.15,0.53,9.8,Spain,5
1161,8.5,0.18,0.51,1.75,0.409,0.071,45,88,0.99524,3.33,0.76,11.8,Spain,7
1162,5.1,0.51,0.18,2.1,0.363,0.042,16,101,0.9924,3.46,0.87,12.9,Spain,7
1163,6.7,0.41,0.43,2.8,0.503,0.076,22,54,0.99572,3.42,1.16,10.6,UK,6
1164,10.2,0.41,0.43,2.2,0.673,0.11,11,37,0.99728,3.16,0.67,10.8,Spain,5
1165,10.6,0.36,0.57,2.3,0.543,0.087,6,20,0.99676,3.14,0.72,11.1,Spain,7
1166,8.8,0.45,0.43,1.4,0.515,0.076,12,21,0.99551,3.21,0.75,10.2,Spain,6
1167,8.5,0.32,0.42,2.3,0.471,0.075,12,19,0.99434,3.14,0.71,11.8,Italy,7
1168,9,0.785,0.24,1.7,0.6255,0.078,10,21,0.99692,3.29,0.67,10,Italy,5
1169,9,0.785,0.24,1.7,0.6255,0.078,10,21,0.99692,3.29,0.67,10,Spain,5
1170,8.5,0.44,0.5,1.9,1.977,0.369,15,38,0.99634,3.01,1.1,9.4,UK,5
1171,9.9,0.54,0.26,2,0.717,0.111,7,60,0.99709,2.94,0.98,10.2,Spain,5
1172,8.2,0.33,0.39,2.5,0.469,0.074,29,48,0.99528,3.32,0.88,12.4,Italy,7
1173,6.5,0.34,0.27,2.8,0.437,0.067,8,44,0.99384,3.21,0.56,12,UK,6
1174,,,,,,,,,,,,,,4
1175,7.6,0.5,0.29,2.3,0.58,0.086,5,14,0.99502,3.32,0.62,11.5,Spain,6
1176,9.2,0.36,0.34,1.6,0.418,0.062,5,12,0.99667,3.2,0.67,10.5,Italy,6
1177,7.1,0.59,0,2.2,0.567,0.078,26,44,0.99522,3.42,0.68,10.8,UK,6
1178,9.7,0.42,0.46,2.1,0.496,0.074,5,16,0.99649,3.27,0.74,12.3,Spain,6
1179,7.6,0.36,0.31,1.7,0.503,0.079,26,65,0.99716,3.46,0.62,9.5,Italy,6
1180,7.6,0.36,0.31,1.7,0.503,0.079,26,65,0.99716,3.46,0.62,9.5,Italy,6
1181,6.5,0.61,0,2.2,0.658,0.095,48,59,0.99541,3.61,0.7,11.5,Spain,6
1182,6.5,0.88,0.03,5.6,0.659,0.079,23,47,0.99572,3.58,0.5,11.2,Spain,4
1183,7.1,0.66,0,2.4,0.458,0.052,6,11,0.99318,3.35,0.66,12.7,Spain,7
1184,5.6,0.915,0,2.1,0.4795,0.041,17,78,0.99346,3.68,0.73,11.4,Italy,5
1185,8.2,0.35,0.33,2.4,0.485,0.076,11,47,0.99599,3.27,0.81,11,Italy,6
1186,8.2,0.35,0.33,2.4,0.485,0.076,11,47,0.99599,3.27,0.81,11,UK,6
1187,9.8,0.39,0.43,1.65,0.457,0.068,5,11,0.99478,3.19,0.46,11.4,UK,5
1188,10.2,0.4,0.4,2.5,0.46,0.068,41,54,0.99754,3.38,0.86,10.5,Italy,6
1189,6.8,0.66,0.07,1.6,0.548,0.07,16,61,0.99572,3.29,0.6,9.3,Italy,5
1190,6.7,0.64,0.23,2.1,0.592,0.08,11,119,0.99538,3.36,0.7,10.9,Italy,5
1191,7,0.43,0.3,2,0.554,0.085,6,39,0.99346,3.33,0.46,11.9,Italy,6
1192,6.6,0.8,0.03,7.8,0.635,0.079,6,12,0.9963,3.52,0.5,12.2,Spain,5
1193,7,0.43,0.3,2,0.554,0.085,6,39,0.99346,3.33,0.46,11.9,UK,6
1194,6.7,0.64,0.23,2.1,0.592,0.08,11,119,0.99538,3.36,0.7,10.9,Italy,5
1195,8.8,0.955,0.05,1.8,0.6615,0.075,5,19,0.99616,3.3,0.44,9.6,Italy,4
1196,9.1,0.4,0.57,4.6,0.52,0.08,6,20,0.99652,3.28,0.57,12.5,UK,6
1197,6.5,0.885,0,2.3,1.0955,0.166,6,12,0.99551,3.56,0.51,10.8,Italy,5
1198,7.2,0.25,0.37,2.5,0.39,0.063,11,41,0.99439,3.52,0.8,12.4,Italy,7
1199,6.4,0.885,0,2.3,1.0955,0.166,6,12,0.99551,3.56,0.51,10.8,UK,5
1200,7,0.745,0.12,1.8,0.7935,0.114,15,64,0.99588,3.22,0.59,9.5,Spain,6
1201,6.2,0.43,0.22,1.8,0.519,0.078,21,56,0.99633,3.52,0.6,9.5,Italy,6
1202,7.9,0.58,0.23,2.3,0.554,0.076,23,94,0.99686,3.21,0.58,9.5,Italy,6
1203,7.7,0.57,0.21,1.5,0.516,0.069,4,9,0.99458,3.16,0.54,9.8,Italy,6
1204,7.7,0.26,0.26,2,0.338,0.052,19,77,0.9951,3.15,0.79,10.9,Italy,6
1205,7.9,0.58,0.23,2.3,0.554,0.076,23,94,0.99686,3.21,0.58,9.5,UK,6
1206,7.7,0.57,0.21,1.5,0.516,0.069,4,9,0.99458,3.16,0.54,9.8,Italy,6
1207,7.9,0.34,0.36,1.9,0.427,0.065,5,10,0.99419,3.27,0.54,11.2,Spain,7
1208,8.6,0.42,0.39,1.8,0.466,0.068,6,12,0.99516,3.35,0.69,11.7,Spain,8
1209,9.9,0.74,0.19,5.8,0.777,0.111,33,76,0.99878,3.14,0.55,9.4,UK,5
1210,7.2,0.36,0.46,2.1,0.478,0.074,24,44,0.99534,3.4,0.85,11,Spain,7
1211,7.2,0.36,0.46,2.1,0.478,0.074,24,44,0.99534,3.4,0.85,11,Italy,7
1212,7.2,0.36,0.46,2.1,0.478,0.074,24,44,0.99534,3.4,0.85,11,Spain,7
1213,9.9,0.72,0.55,1.7,0.896,0.136,24,52,0.99752,3.35,0.94,10,UK,5
1214,7.2,0.36,0.46,2.1,0.478,0.074,24,44,0.99534,3.4,0.85,11,Spain,7
1215,6.2,0.39,0.43,2,0.472,0.071,14,24,0.99428,3.45,0.87,11.2,Spain,7
1216,6.8,0.65,0.02,2.1,0.585,0.078,8,15,0.99498,3.35,0.62,10.4,Italy,6
1217,6.6,0.44,0.15,2.1,0.512,0.076,22,53,0.9957,3.32,0.62,9.3,Spain,5
1218,6.8,0.65,0.02,2.1,0.585,0.078,8,15,0.99498,3.35,0.62,10.4,UK,6
1219,9.6,0.38,0.42,1.9,0.469,0.071,5,13,0.99659,3.15,0.75,10.5,Spain,6
1220,10.2,0.33,0.46,1.9,0.504,0.081,6,9,0.99628,3.1,0.48,10.4,UK,6
1221,8.8,0.27,0.46,2.1,0.556,0.095,20,29,0.99488,3.26,0.56,11.3,Italy,6
1222,7.9,0.57,0.31,2,0.566,0.079,10,79,0.99677,3.29,0.69,9.5,UK,6
1223,8.2,0.34,0.37,1.9,0.387,0.057,43,74,0.99408,3.23,0.81,12,UK,6
1224,8.2,0.4,0.31,1.9,0.53,0.082,8,24,0.996,3.24,0.69,10.6,Italy,6
1225,9,0.39,0.4,1.3,0.337,0.044,25,50,0.99478,3.2,0.83,10.9,Italy,6
1226,10.9,0.32,0.52,1.8,0.756,0.132,17,44,0.99734,3.28,0.77,11.5,UK,6
1227,10.9,0.32,0.52,1.8,0.756,0.132,17,44,0.99734,3.28,0.77,11.5,Spain,6
1228,8.1,0.53,0.22,2.2,0.549,0.078,33,89,0.99678,3.26,0.46,9.6,Italy,6
1229,10.5,0.36,0.47,2.2,0.478,0.074,9,23,0.99638,3.23,0.76,12,Italy,6
1230,12.6,0.39,0.49,2.5,0.517,0.08,8,20,0.9992,3.07,0.82,10.3,UK,6
1231,9.2,0.46,0.23,2.6,0.593,0.091,18,77,0.99922,3.15,0.51,9.4,UK,5
1232,7.5,0.58,0.03,4.1,0.574,0.08,27,46,0.99592,3.02,0.47,9.2,Spain,5
1233,9,0.58,0.25,2,0.694,0.104,8,21,0.99769,3.27,0.72,9.6,Italy,5
1234,5.1,0.42,0,1.8,0.346,0.044,18,88,0.99157,3.68,0.73,13.6,Spain,7
1235,7.6,0.43,0.29,2.1,0.504,0.075,19,66,0.99718,3.4,0.64,9.5,Italy,5
1236,7.7,0.18,0.34,2.7,0.384,0.066,15,58,0.9947,3.37,0.78,11.8,Italy,6
1237,7.8,0.815,0.01,2.6,0.6145,0.074,48,90,0.99621,3.38,0.62,10.8,UK,5
1238,7.6,0.43,0.29,2.1,0.504,0.075,19,66,0.99718,3.4,0.64,9.5,Spain,5
1239,10.2,0.23,0.37,2.2,0.354,0.057,14,36,0.99614,3.23,0.49,9.3,Spain,4
1240,7.1,0.75,0.01,2.2,0.52,0.059,11,18,0.99242,3.39,0.4,12.8,Spain,6
1241,6,0.33,0.32,12.9,0.369,0.054,6,113,0.99572,3.3,0.56,11.5,Spain,4
1242,7.8,0.55,0,1.7,0.515,0.07,7,17,0.99659,3.26,0.64,9.4,Italy,6
1243,7.1,0.75,0.01,2.2,0.52,0.059,11,18,0.99242,3.39,0.4,12.8,Italy,6
1244,8.1,0.73,0,2.5,0.624,0.081,12,24,0.99798,3.38,0.46,9.6,Spain,4
1245,6.5,0.67,0,4.3,0.486,0.057,11,20,0.99488,3.45,0.56,11.8,Italy,4
1246,7.5,0.61,0.2,1.7,0.563,0.076,36,60,0.99494,3.1,0.4,9.3,Italy,5
1247,9.8,0.37,0.39,2.5,0.506,0.079,28,65,0.99729,3.16,0.59,9.8,Spain,5
1248,9,0.4,0.41,2,0.41,0.058,15,40,0.99414,3.22,0.6,12.2,Italy,6
1249,8.3,0.56,0.22,2.4,0.578,0.082,10,86,0.9983,3.37,0.62,9.5,Spain,5
1250,5.9,0.29,0.25,13.4,0.422,0.067,72,160,0.99721,3.33,0.54,10.3,Italy,6
1251,7.4,0.55,0.19,1.8,0.575,0.082,15,34,0.99655,3.49,0.68,10.5,UK,5
1252,7.4,0.74,0.07,1.7,0.652,0.086,15,48,0.99502,3.12,0.48,10,Italy,5
1253,7.4,0.55,0.19,1.8,0.575,0.082,15,34,0.99655,3.49,0.68,10.5,Italy,5
1254,6.9,0.41,0.33,2.2,0.528,0.081,22,36,0.9949,3.41,0.75,11.1,Spain,6
1255,7.1,0.6,0.01,2.3,0.575,0.079,24,37,0.99514,3.4,0.61,10.9,UK,6
1256,7.1,0.6,0.01,2.3,0.575,0.079,24,37,0.99514,3.4,0.61,10.9,Italy,6
1257,7.5,0.58,0.14,2.2,0.559,0.077,27,60,0.9963,3.28,0.59,9.8,Spain,5
1258,7.1,0.72,0,1.8,0.831,0.123,6,14,0.99627,3.45,0.58,9.8,Italy,5
1259,7.9,0.66,0,1.4,0.678,0.096,6,13,0.99569,3.43,0.58,9.5,UK,5
1260,7.8,0.7,0.06,1.9,0.605,0.079,20,35,0.99628,3.4,0.69,10.9,Italy,5
1261,6.1,0.64,0.02,2.4,0.537,0.069,26,46,0.99358,3.47,0.45,11,Spain,5
1262,7.5,0.59,0.22,1.8,0.587,0.082,43,60,0.99499,3.1,0.42,9.2,UK,5
1263,7,0.58,0.28,4.8,0.599,0.085,12,69,0.99633,3.32,0.7,11,Italy,6
1264,,,,,,,,,,,,,,3
1265,6.8,0.64,0,2.7,0.807,0.123,15,33,0.99538,3.44,0.63,11.3,Italy,6
1266,6.8,0.64,0,2.7,0.807,0.123,15,33,0.99538,3.44,0.63,11.3,Italy,6
1267,8.6,0.635,0.68,1.8,2.2055,0.403,19,56,0.99632,3.02,1.15,9.3,Italy,5
1268,6.3,1.02,0,2,0.721,0.083,17,24,0.99437,3.59,0.55,11.2,Spain,4
1269,9.8,0.45,0.38,2.5,0.54,0.081,34,66,0.99726,3.15,0.58,9.8,Italy,5
1270,8.2,0.78,0,2.2,0.679,0.089,13,26,0.9978,3.37,0.46,9.6,Italy,4
1271,8.5,0.37,0.32,1.8,0.441,0.066,26,51,0.99456,3.38,0.72,11.8,Italy,6
1272,7.2,0.57,0.05,2.3,0.576,0.081,16,36,0.99564,3.38,0.6,10.3,UK,6
1273,7.2,0.57,0.05,2.3,0.576,0.081,16,36,0.99564,3.38,0.6,10.3,Italy,6
1274,10.4,0.43,0.5,2.3,0.469,0.068,13,19,0.996,3.1,0.87,11.4,Spain,6
1275,6.9,0.41,0.31,2,0.518,0.079,21,51,0.99668,3.47,0.55,9.5,Spain,6
1276,5.5,0.49,0.03,1.8,0.367,0.044,28,87,0.9908,3.5,0.82,14,Italy,8
1277,5,0.38,0.01,1.6,0.354,0.048,26,60,0.99084,3.7,0.75,14,Spain,6
1278,7.3,0.44,0.2,1.6,0.377,0.049,24,64,0.9935,3.38,0.57,11.7,Italy,6
1279,5.9,0.46,0,1.9,0.523,0.077,25,44,0.99385,3.5,0.53,11.2,Italy,5
1280,7.5,0.58,0.2,2,0.539,0.073,34,44,0.99494,3.1,0.43,9.3,Spain,5
1281,7.8,0.58,0.13,2.1,0.684,0.102,17,36,0.9944,3.24,0.53,11.2,UK,6
1282,8,0.715,0.22,2.3,0.5895,0.075,13,81,0.99688,3.24,0.54,9.5,Spain,6
1283,8.5,0.4,0.4,6.3,0.37,0.05,3,10,0.99566,3.28,0.56,12,UK,4
1284,7,0.69,0,1.9,0.777,0.114,3,10,0.99636,3.35,0.6,9.7,Italy,6
1285,8,0.715,0.22,2.3,0.5895,0.075,13,81,0.99688,3.24,0.54,9.5,Spain,6
1286,9.8,0.3,0.39,1.7,0.4,0.062,3,9,0.9948,3.14,0.57,11.5,Spain,7
1287,7.1,0.46,0.2,1.9,0.523,0.077,28,54,0.9956,3.37,0.64,10.4,UK,6
1288,7.1,0.46,0.2,1.9,0.523,0.077,28,54,0.9956,3.37,0.64,10.4,Italy,6
1289,7.9,0.765,0,2,0.6495,0.084,9,22,0.99619,3.33,0.68,10.9,Spain,6
1290,8.7,0.63,0.28,2.7,0.669,0.096,17,69,0.99734,3.26,0.63,10.2,Italy,6
1291,7,0.42,0.19,2.3,0.481,0.071,18,36,0.99476,3.39,0.56,10.9,Italy,5
1292,11.3,0.37,0.5,1.8,0.561,0.09,20,47,0.99734,3.15,0.57,10.5,Italy,5
1293,7.1,0.16,0.44,2.5,0.388,0.068,17,31,0.99328,3.35,0.54,12.4,Italy,6
1294,8,0.6,0.08,2.6,0.46,0.056,3,7,0.99286,3.22,0.37,13,Spain,5
1295,7,0.6,0.3,4.5,0.52,0.068,20,110,0.99914,3.3,1.17,10.2,Italy,5
1296,7,0.6,0.3,4.5,0.52,0.068,20,110,0.99914,3.3,1.17,10.2,Italy,5
1297,7.6,0.74,0,1.9,0.722,0.1,6,12,0.99521,3.36,0.59,11,Italy,5
1298,8.2,0.635,0.1,2.1,0.5555,0.073,25,60,0.99638,3.29,0.75,10.9,Italy,6
1299,5.9,0.395,0.13,2.4,0.3985,0.056,14,28,0.99362,3.62,0.67,12.4,Spain,6
1300,7.5,0.755,0,1.9,0.6465,0.084,6,12,0.99672,3.34,0.49,9.7,Spain,4
1301,8.2,0.635,0.1,2.1,0.5555,0.073,25,60,0.99638,3.29,0.75,10.9,Italy,6
1302,6.6,0.63,0,4.3,0.654,0.093,51,77.5,0.99558,3.2,0.45,9.5,Spain,5
1303,6.6,0.63,0,4.3,0.654,0.093,51,77.5,0.99558,3.2,0.45,9.5,Spain,5
1304,7.2,0.53,0.14,2.1,0.479,0.064,15,29,0.99323,3.35,0.61,12.1,Italy,6
1305,5.7,0.6,0,1.4,0.495,0.063,11,18,0.99191,3.45,0.56,12.2,Italy,6
1306,7.6,1.58,0,2.1,1.159,0.137,5,9,0.99476,3.5,0.4,10.9,Italy,3
1307,5.2,0.645,0,2.15,0.5935,0.08,15,28,0.99444,3.78,0.61,12.5,Spain,6
1308,6.7,0.86,0.07,2,0.758,0.1,20,57,0.99598,3.6,0.74,11.7,Italy,6
1309,9.1,0.37,0.32,2.1,0.431,0.064,4,15,0.99576,3.3,0.8,11.2,Spain,6
1310,8,0.28,0.44,1.8,0.489,0.081,28,68,0.99501,3.36,0.66,11.2,Italy,5
1311,7.6,0.79,0.21,2.3,0.672,0.087,21,68,0.9955,3.12,0.44,9.2,Spain,5
1312,7.5,0.61,0.26,1.9,0.548,0.073,24,88,0.99612,3.3,0.53,9.8,Italy,5
1313,9.7,0.69,0.32,2.5,0.647,0.088,22,91,0.9979,3.29,0.62,10.1,Italy,5
1314,6.8,0.68,0.09,3.9,0.544,0.068,15,29,0.99524,3.41,0.52,11.1,Spain,4
1315,9.7,0.69,0.32,2.5,0.647,0.088,22,91,0.9979,3.29,0.62,10.1,Spain,5
1316,7,0.62,0.1,1.4,0.541,0.071,27,63,0.996,3.28,0.61,9.2,Italy,5
1317,7.5,0.61,0.26,1.9,0.548,0.073,24,88,0.99612,3.3,0.53,9.8,Italy,5
1318,6.5,0.51,0.15,3,0.473,0.064,12,27,0.9929,3.33,0.59,12.8,Italy,6
1319,8,1.18,0.21,1.9,0.769,0.083,14,41,0.99532,3.34,0.47,10.5,Italy,5
1320,7,0.36,0.21,2.3,0.538,0.086,20,65,0.99558,3.4,0.54,10.1,Spain,6
1321,7,0.36,0.21,2.4,0.538,0.086,24,69,0.99556,3.4,0.53,10.1,Italy,6
1322,7.5,0.63,0.27,2,0.604,0.083,17,91,0.99616,3.26,0.58,9.8,Spain,6
1323,5.4,0.74,0,1.2,0.427,0.041,16,46,0.99258,4.01,0.59,12.5,Italy,6
1324,9.9,0.44,0.46,2.2,0.587,0.091,10,41,0.99638,3.18,0.69,11.9,Spain,6
1325,7.5,0.63,0.27,2,0.604,0.083,17,91,0.99616,3.26,0.58,9.8,Spain,6
1326,9.1,0.76,0.68,1.7,2.298,0.414,18,64,0.99652,2.9,1.33,9.1,Italy,6
1327,9.7,0.66,0.34,2.6,0.668,0.094,12,88,0.99796,3.26,0.66,10.1,Spain,5
1328,5,0.74,0,1.2,0.427,0.041,16,46,0.99258,4.01,0.59,12.5,Italy,6
1329,9.1,0.34,0.42,1.8,0.392,0.058,9,18,0.99392,3.18,0.55,11.4,UK,5
1330,9.1,0.36,0.39,1.8,0.408,0.06,21,55,0.99495,3.18,0.82,11,Italy,7
1331,6.7,0.46,0.24,1.7,0.523,0.077,18,34,0.9948,3.39,0.6,10.6,Spain,6
